OBJECTID,Shape_Leng,Shape_Area,District,County,Sub County,Parish,Village,Region,Pop_2020,HHs_2020
271,5791.029026,1999338.772,Mubende,Kasambya,Kibalinga,Kabowa,Kasambya (kabowa),Central,,
272,7774.50087,3070792.351,Mubende,Kassanda,Kassanda,Lwantale,Kasekere-kawala,Central,,
273,5940.073241,2089310.724,Mityana,Busujju,Banda,Banda,Banda,Central,,
274,7417.832693,2214699.859,Wakiso,Kyadondo,Kasangati Town Council,Kabubbu,Ndazabazade,Central,,
275,4690.161153,1090634.95,Kyankwanzi,Kiboga,Bananywa,Ntunda,Kizungu,Central,,
276,2370.95658,302705.1404,Gomba,Gomba,Kabulasoke,Bukandula,Bukandula A,Central,,
277,8610.492555,2440032.673,Gomba,Gomba,Kabulasoke,Bukandula,Bukandula B,Central,,
278,12869.33714,7264806.593,Gomba,Gomba,Mpenja,Mpogo,Busolo B,Central,,
279,19936.95925,14617950.73,Mpigi,Mawokota,Nkozi,Ggolo,Buzirango,Central,,
280,6191.805643,1889836.54,Kyankwanzi,Kiboga,Butemba,Lwabalanga,Kayonza,Central,,
281,4461.666979,867171.4332,Mubende,Kasambya,Kasambya,Lwegula,Lwegula A,Central,,
282,3574.234616,502885.7002,Mubende,Kasambya,Kasambya,Lwegula,Lwegula C,Central,,
283,4819.001663,1082965.158,Buikwe,Buikwe,Ngogwe,Ndolwa,Kalega,Central,,
284,12918.54224,7042516.699,Rakai,Kakuuto,Kibanda,Kakinga,Kyakabutu,Central,,
285,3627.192204,391521.9294,Wakiso,Nansana Municipality,Nansana Division,Kazo Ward,Kazo Ligoba I,Central,,
286,1098.834812,58770.20675,Kampala,Kampala Capital City,Rubaga,Rubaga,Pope Paul,Central,,
287,5299.02634,1160174.029,Buikwe,Njeru Municipality,Nyenga Division,Namabu,Butembe,Central,,
288,8418.18569,3817412.622,Ssembabule,Mawogola,Mateete,Manyama,Kyangabatayi,Central,,
289,4219.381461,996697.355,Kayunga,Ntenjeru,Kayunga,Bubajjwe,Nalumuli,Central,,
290,10481.52504,6367945.558,Nakasongola,Nakasongola,Nakasongola Town Council,West Ward,Wabbale,Central,,
291,11724.33959,6616513.852,Kayunga,Bbaale,Bbaale,Nakitokolo,Katuugo,Central,,
292,18042.11183,18110770.48,Kalangala,Bujjumba,Bujjumba,Bwendero,Buyiri,Central,,
293,6385.127122,2184050.971,Mubende,Kassanda,Kiganda,Kasambya,Kisolooza A,Central,,
294,2663.001388,246502.4036,Wakiso,Ssabagabo-makindye Municipality,Bunamwaya Division,Bunamwaya,Zana,Central,,
295,4676.370283,1092963.251,Masaka,Bukoto,Mukungwe,Bugabira,Kyalugo,Central,,
296,7029.850187,1762370.883,Rakai,Kakuuto,Kakuuto,Mayanja,Kibaale (mayanja),Central,,
297,5316.858632,1525810.699,Buikwe,Njeru Municipality,Wakisi Division,Kkonko,Lukaaga,Central,,
298,9261.617723,3382284.934,Nakaseke,Nakaseke,Kapeeka,Naluvule,Naluvule,Central,,
299,8873.255551,2086883.512,Wakiso,Ssabagabo-makindye Municipality,Masajja Division,Busabala,Kirinda,Central,,
300,12390.09204,7512840.195,Wakiso,Busiro,Bussi,Bussi,Bugera,Central,,
301,10501.01311,6745851.497,Wakiso,Busiro,Kasanje,Bulumbu,Llugo-ssuka,Central,,
302,5617.192926,1858508.7,Gomba,Gomba,Kabulasoke,Bukandula,Lwembajjo,Central,,
303,5893.302185,1961274.776,Mityana,Mityana Municipality,Busimbi Division,Naama,Busundo A,Central,,
304,3161.952829,551058.9088,Kiboga,Kiboga,Kiboga Town Council,Kiboga Town Ward,Kiboga Town,Central,,
305,10385.20466,3585839.55,Kyankwanzi,Kiboga,Ntwetwe,Sirimula,Kigalama,Central,,
306,8256.585395,2896666.471,Kyankwanzi,Kiboga,Wattuba,Nakitembe,Kakoola,Central,,
307,1517.558292,100248.6958,Kampala,Kampala Capital City,Makindye,Bukasa,Namuwongo A,Central,,
308,363.7911901,6434.655296,Wakiso,Busiro,Kajjansi Town Council,Kitende,Kajjansi Police Station,Central,,
309,2477.522532,223342.6645,Mubende,Mubende Municipality,Western Division,Katogo,Kabasojjo,Central,,
310,13857.44789,6730022.194,Mubende,Mubende Municipality,Western Division,Mijumwa,Kabajoki,Central,,
311,571.8254022,16625.91839,Kampala,Kampala Capital City,Kawempe,Makerere University,Mary Stuart Hall,Central,,
312,7864.417626,3511016.88,Rakai,Kyotera,Kalisizo,Kyango,Kakuza,Central,,
313,7280.518634,2997060.553,Lyantonde,Kabula,Kinuuka,Wabusaana,Rwettamu,Central,,
314,13662.71666,5364012.444,Buikwe,Buikwe,Ssi Bukunja,Muvo,Muvo,Central,,
315,6650.226159,2174915.5,Kyankwanzi,Kiboga,Wattuba,Wattuba,Wattuba  East,Central,,
316,7846.343521,1996565.165,Ssembabule,Lwemiyaga,Lwemiyaga,Makoole,Kasozi,Central,,
317,11901.21509,7482432.984,Rakai,Kyotera,Kalisizo,Miti,Kitanaba/kiwoomya,Central,,
318,5681.418384,1697279.695,Wakiso,Nansana Municipality,Gombe Division,Nasse,Bukiika,Central,,
319,19094.00516,21498615.17,Luwero,Bamunanika,Kamira,Mazzi,Kakira-kibango,Central,,
320,8278.568713,3457433.459,Buikwe,Buikwe,Buikwe,Ssugu,Ssugu Mutwe,Central,,
321,5876.50277,1761992.333,Mityana,Busujju,Malangala,Kiwawu,Kasiba,Central,,
322,6540.532963,1999156.989,Mubende,Mubende Municipality,Western Division,Nabikakala,Kyamukoona West,Central,,
323,11723.52434,8044730.035,Luwero,Bamunanika,Kikyusa,Kiziba,Wakivule,Central,,
324,6140.468353,1989705.568,Mpigi,Mawokota,Mpigi Town Council,Ward B,Kalagala,Central,,
325,15012.77767,10255086.51,Gomba,Gomba,Maddu,Kyabagamba,Kyabagamba,Central,,
326,5894.784508,1938825.206,Kalungu,Kalungu,Kyamuliibwa,Bakijulula,Kiryankuyege,Central,,
327,5460.132174,1672273.578,Kyankwanzi,Kiboga,Bananywa,Kazo,Basooka Kutesa,Central,,
328,20073.96385,23723056.09,Kiboga,Kiboga,Dwaniro,Kakinzi,Lutti,Central,,
329,10064.57004,4683093.37,Nakaseke,Nakaseke,Kapeeka,Namusale,Bukusu,Central,,
330,4050.052103,995183.5222,Ssembabule,Mawogola,Lwebitakuli,Lugusulu,Kangusulu,Central,,
331,8939.75467,3415522.575,Butambala,Butambala,Bulo,Nakatooke,Kasekere-bbya,Central,,
332,5628.870669,1922128.417,Lwengo,Bukoto,Kkingo,Kisansala,Kabwami A,Central,,
333,5694.887502,1655132.127,Lwengo,Bukoto,Kkingo,Kisansala,Kabwami B,Central,,
334,3790.585486,745474.5209,Masaka,Masaka Municipality,Katwe-butego,Katwe Ward,Mutuba Musisi,Central,,
335,29268.15777,31749390.36,Mpigi,Mawokota,Nkozi,Mugge,Ntinzi A,Central,,
336,9562.253912,4378562.665,Mubende,Kassanda,Nalutuntu,Ggambwa,Kyawatuba,Central,,
337,7339.174687,2828850.27,Lwengo,Bukoto,Kisekka,Kikenene,Kikenene A,Central,,
338,7534.69469,2340275.445,Wakiso,Busiro,Kajjansi Town Council,Kitende,Lumuli,Central,,
339,15139.902,12893377.05,Kalangala,Bujjumba,Bujjumba,Bunyama,Kivunza,Central,,
340,3238.983546,480197.3372,Kampala,Kampala Capital City,Makindye,Bukasa,Muyenga Hill,Central,,
341,13867.16597,11756932.24,Ssembabule,Lwemiyaga,Ntusi,Karushonshomezi,Kewaya,Central,,
342,7384.540318,2114311.799,Kyankwanzi,Kiboga,Bananywa,Ntunda,Namirembe,Central,,
343,12725.44147,5904556.532,Kyankwanzi,Kiboga,Bananywa,Kiteesa,Kitesa,Central,,
344,10186.5447,3617622.613,Butambala,Butambala,Kibibi,Katabira,Bujjumba,Central,,
345,5546.939608,1501131.176,Lyantonde,Kabula,Kaliiro,Kyakuterekera,Kyempisi,Central,,
346,6249.820423,1976936.273,Gomba,Gomba,Kabulasoke,Bukandula,Kigo A,Central,,
347,17011.5851,13315109.68,Gomba,Gomba,Maddu,Ddegeya,Ddegeya,Central,,
348,6204.94649,1590383.081,Rakai,Kyotera,Kasaali,Buziranduulu,Buziranduulu,Central,,
349,14088.40828,4743275.288,Mityana,Busujju,Malangala,Nabattu,Nabattu,Central,,
349,14088.40828,4743275.288,Mityana,Busujju,Malangala,Nabattu,Nabattu,Central,,
350,9523.426982,3055026.625,Lwengo,Bukoto,Lwengo,Nakyenyi,Minyegenyo,Central,,
351,6928.317529,1587985.047,Gomba,Gomba,Kanoni Town Council,Koome,Nkwale B,Central,,
352,9932.473788,3381507.01,Gomba,Gomba,Kanoni Town Council,Koome,Nkwale A,Central,,
353,11412.51232,4016649.949,Mityana,Mityana,Kikandwa,Wattuba,Namuzikiza,Central,,
354,8598.918435,3534403.168,Masaka,Bukoto,Buwunga,Kasaka,Kajuna - Church,Central,,
355,7017.513505,2613557.919,Mityana,Mityana,Kikandwa,Luwunga,Kabulamuliro,Central,,
356,9636.062005,4821232.205,Kalungu,Kalungu,Lwabenge,Bwesa,Bwesa,Central,,
357,20928.36025,16268082.39,Kiboga,Kiboga,Kapeke,Kasega,Maggi,Central,,
358,14300.98754,9732061.478,Ssembabule,Lwemiyaga,Lwemiyaga,Lwessankala,Lwenseke,Central,,
359,16886.39314,13687789.67,Mubende,Buwekula,Kitega,Kagoma,Bulyana,Central,,
360,4255.733783,838092.124,Masaka,Masaka Municipality,Katwe-butego,Katwe Ward,Kirumba C,Central,,
361,8375.771606,2996003.234,Mubende,Buwekula,Kitega,Kabyuuma,Busenya,Central,,
362,26298.3512,36775961.12,Kyankwanzi,Kiboga,Kyankwanzi,Gala,Nkyerereirwe,Central,,
363,17633.47316,13503011,Kayunga,Bbaale,Bbaale,Bbaale,Mukondo,Central,,
364,2748.56449,497069.486,Mityana,Busujju,Banda,Buzibazzi,Buzibazzi,Central,,
365,6343.927222,1893342.3,Luwero,Bamunanika,Kalagala,Busoke,Nakaseeta,Central,,
366,7303.027003,3453080.14,Mityana,Mityana,Kikandwa,Wattuba,Kasambya (wattuba),Central,,
367,6754.468892,2199810.366,Buikwe,Buikwe,Ngogwe,Kiringo,Kunyu,Central,,
368,6641.927759,2837732.423,Mubende,Kassanda,Nalutuntu,Kyanamugeera,Nkandwa,Central,,
369,5924.716352,1166797.452,Rakai,Kooki,Kiziba,Rwesinga,Kamwaya,Central,,
370,1838.092025,176165.1412,Kampala,Kampala Capital City,Rubaga,Lubya,Mapeeera,Central,,
371,6577.223878,1781471.918,Mityana,Mityana Municipality,Busimbi Division,Nakaseeta,Lukyamu,Central,,
372,25148.24783,20470142.39,Nakaseke,Nakaseke,Wakyato,Mijjumwa,Kakira,Central,,
373,11565.52272,4184526.207,Kiboga,Kiboga,Bukomero,Mwezi,Mwezi A,Central,,
374,5216.524975,1293935.519,Mityana,Mityana Municipality,Ttamu Division,Kabuwambo,Kyaziiza,Central,,
375,6557.822602,2476862.851,Bukomansimbi,Bukomansimbi,Bigasa,Kigangazzi,Nanfabirye,Central,,
376,4311.546698,1090155.539,Bukomansimbi,Bukomansimbi,Kitanda,Luwoko,Kitwekyanjovu,Central,,
377,7530.148705,2520312.547,Mukono,Mukono,Nakisunga,Namaiba,Sanga,Central,,
378,12755.79343,5777229.19,Kiboga,Kiboga,Dwaniro,Kalokola,Namukuku,Central,,
379,38666.39901,58395693.88,Gomba,Gomba,Maddu,Kyayi,Kyetume,Central,,
380,5256.599505,1421360.587,Mubende,Kassanda,Myanzi,Kigalama,Nakasozi (kigalama),Central,,
381,10088.77956,5192373.132,Mityana,Mityana,Bulera,Nalyankanja,Jungwe,Central,,
382,5936.663064,1796951.911,Luwero,Katikamu,Katikamu,Migadde,Naluvule,Central,,
383,5939.695343,1451602.516,Lwengo,Bukoto,Kkingo,Kagganda,Mpembwe,Central,,
384,14660.4082,10831882.85,Kyankwanzi,Kiboga,Nsambya,Kyakabuga,Rwenkibibi,Central,,
385,7266.677556,2631452.943,Kiboga,Kiboga,Kibiga,Nkandwa,Kyeyagalire,Central,,
386,6110.471396,875822.2678,Wakiso,Kyadondo,Kasangati Town Council,Wampeewo,Luteete,Central,,
387,8556.356755,1859587.331,Masaka,Bukoto,Mukungwe,Katwadde,Luvule,Central,,
388,5066.535534,1207092.952,Kayunga,Ntenjeru,Kayunga,Kiteredde,Wabigo,Central,,
389,8084.095118,3129216.967,Wakiso,Busiro,Wakiso Town Council,Naluvule Ward,Naluvule,Central,,
390,12571.42078,4636779.131,Mukono,Mukono Municipality,Central Division,Nsuube Kauga,Kyungu,Central,,
391,7638.473906,2918401.752,Rakai,Kyotera,Kabira,Njala,Katuntu,Central,,
392,9155.656264,4622713.071,Rakai,Kooki,Lwamaggwa,Bugona,Muleebi,Central,,
393,10331.58664,5293285.834,Masaka,Bukoto,Buwunga,Kamwozi,Naluzali,Central,,
394,5308.022975,1331919.971,Masaka,Masaka Municipality,Katwe-butego,Butego Ward,Kirumba,Central,,
395,3262.706741,389992.6622,Luwero,Bamunanika,Kikyusa,Kiziba,Kitwe,Central,,
396,11604.48643,6247531.929,Rakai,Kakuuto,Kibanda,Kyalugaba,Kiswere,Central,,
397,11314.68767,6605605.174,Nakasongola,Nakasongola,Nabiswera,Kyangogolo,Namakukulu,Central,,
398,11041.41422,4372076.093,Nakasongola,Nakasongola,Kakooge,Kakooge Central,Namunsaala,Central,,
399,6606.669559,2537667.776,Mityana,Busujju,Maanyi,Kimuli,Bugoye,Central,,
400,6484.966519,2186283.386,Mukono,Nakifuma,Seeta Namuganga,Namuganga,Ntonto(namuganga),Central,,
401,13228.8664,5169715.549,Mukono,Mukono,Ntenjeru,Terere,Butinindi-nzo,Central,,
402,7943.082665,2878331.382,Mityana,Busujju,Kakindu,Vvumbe,Nabwiri Kangundu,Central,,
403,11425.13328,5191290.234,Kiboga,Kiboga,Bukomero,Mataagi,Nakwaya Fr,Central,,
404,11345.93623,5569977.032,Ssembabule,Mawogola,Mijwala,Kidokolo,Kanyumba,Central,,
405,4440.397177,904030.2145,Lwengo,Bukoto,Kisekka,Kikenene,Nakawanga A,Central,,
406,1741.142644,127020.2503,Masaka,Masaka Municipality,Nyendo-ssenyange,Nyendo,Block A,Central,,
407,632.7591211,21543.21215,Kampala,Kampala Capital City,Central,Kisenyi  Iii,Kiti,Central,,
408,1158.928826,58350.50016,Kampala,Kampala Capital City,Central,Nakasero Iv,Owino View,Central,,
409,5087.451865,1351178.872,Buikwe,Njeru Municipality,Njeru Division,Njeru North Ward,Bujowali,Central,,
410,5204.284714,1291228.277,Ssembabule,Mawogola,Lwebitakuli,Nakasenyi,Nakasenyi,Central,,
411,13000.70086,8897889.195,Luwero,Bamunanika,Zirobwe,Bubuubi,Namakofu,Central,,
412,7035.299695,2357495.328,Wakiso,Nansana Municipality,Gombe Division,Nasse,Nasse,Central,,
413,8163.424094,2812217.703,Mubende,Buwekula,Madudu,Kabulamuliro,Bombo,Central,,
414,4316.89642,832588.7721,Mukono,Mukono,Ntenjeru,Nsanja,Kikoona,Central,,
415,4904.931888,713334.8644,Mukono,Mukono Municipality,Central Division,Ntawo Ward,Lower Kauga,Central,,
416,27919.88681,25946890.21,Nakasongola,Nakasongola,Nabiswera,Mulonzi,Nambajju,Central,,
417,9378.745796,3756229.203,Mukono,Mukono,Kyampisi,Kabembe,Mbaliga,Central,,
418,8451.45764,2608338.373,Nakasongola,Nakasongola,Kakooge,Kakooge North Ward,Kikadde,Central,,
419,21567.15095,24476552.85,Buvuma,Buvuma,Lyabaana,Ziiru,Nsinga,Central,,
420,3850.275588,728728.6976,Lwengo,Bukoto,Kkingo,Ssenya,Wattuba,Central,,
421,6130.357395,1605092.407,Wakiso,Kira Municipality,Kira Division,Kira,Najeera Busibante,Central,,
422,6386.918917,1661306.211,Kyankwanzi,Kiboga,Mulagi,Kiwaguzi,Sekamalya,Central,,
423,6877.541665,1374290.38,Kalungu,Kalungu,Bukulula,Kasaali,Zinga,Central,,
424,4867.999427,1475446.156,Nakaseke,Nakaseke,Semuto,Migingye,Mpunge,Central,,
425,6546.853377,1424791.481,Wakiso,Busiro,Kyengera Town Council,Kikajjo,Kasenge,Central,,
426,6611.156373,2428581.018,Mubende,Kassanda,Manyogaseka,Manyogaseka,Kazinga,Central,,
427,22174.41723,28550664.51,Buvuma,Buvuma,Lwajje,Dembe,Lwazzi,Central,,
428,8349.49639,3476035.956,Mpigi,Mawokota,Mpigi Town Council,Kakoola,Bunamweeri,Central,,
429,6516.538641,1636690.226,Masaka,Masaka Municipality,Katwe-butego,Katwe Ward,Kisuuna,Central,,
430,7860.983749,3578427.219,Mubende,Kassanda,Kitumbi,Kalagala,Namwasa Fr (kalagala),Central,,
431,15844.45165,7381630.712,Rakai,Kakuuto,Kakuuto,Kakuuto,Gamba,Central,,
432,8345.989453,4002777.242,Kyankwanzi,Kiboga,Butemba  Town Council,Lwebisiriza  Ward,Bugaba,Central,,
433,5553.137517,1611818.216,Mityana,Busujju,Malangala,Zigoti,Mawundwe West,Central,,
434,12784.75179,8043683.145,Mubende,Buwekula,Kitega,Kalonga,Kalembe,Central,,
435,9458.756028,4578156.257,Ssembabule,Mawogola,Mateete,Kasambya,Kibulala,Central,,
436,796.9537839,37271.10286,Kampala,Kampala Capital City,Makindye,Kabalagala,Buyinja,Central,,
437,4874.467656,1459648.809,Luwero,Katikamu,Nyimbwa,Bajjo,Kikandagga,Central,,
438,5681.793128,2045220.956,Mubende,Kassanda,Kassanda,Kamuli,Kinyonyi A,Central,,
439,5937.311666,1714585.734,Wakiso,Busiro,Namayumba,Kitayita,Nakulamudde,Central,,
440,9276.403449,4277658.833,Kiboga,Kiboga,Kibiga,Kizinga,Nabisoga,Central,,
441,8226.93855,3585376.938,Lwengo,Bukoto,Kisekka,Nakatete,Kiryangoma,Central,,
442,9098.141314,4394465.888,Buikwe,Buikwe,Najja,Namatovu,Buleega,Central,,
443,5701.966597,1676463.407,Luwero,Katikamu,Katikamu,Tweyanze,Lusenke,Central,,
444,8320.011866,3556238.056,Kayunga,Ntenjeru,Nazigo,Nazigo,Kyampisi,Central,,
445,18498.67008,15197361.88,Nakasongola,Nakasongola,Lwabiyata,Kikooge,Ndaiga,Central,,
446,9135.086626,4843744.977,Wakiso,Kira Municipality,Kira Division,Kimwanyi,Kitukutwe,Central,,
447,6801.466342,2190639.432,Nakaseke,Nakaseke,Wakyato,Kisoga,Kayunga,Central,,
448,9308.115493,4318299.888,Mpigi,Mawokota,Buwama,Jalamba,Lubanga B,Central,,
449,11344.87663,3774968.552,Mpigi,Mawokota,Buwama,Jalamba,Lubanga A,Central,,
450,834.8972731,34240.91098,Kampala,Kampala Capital City,Kawempe,Makerere University,Nsibirwa Hall,Central,,
451,6254.257163,2189455.157,Bukomansimbi,Bukomansimbi,Butenga,Kyankoole,Kyansi,Central,,
452,8898.869482,4000478.448,Mukono,Nakifuma,Nabbaale,Nakanyonyi,Kijjo,Central,,
453,4895.175887,1325666.411,Gomba,Gomba,Kabulasoke,Butiti,Kikipuuya,Central,,
454,8047.652797,3487731.09,Wakiso,Kyadondo,Kasangati Town Council,Masooli,Masooli-kyambogo,Central,,
455,1879.767924,128644.1375,Kampala,Kampala Capital City,Rubaga,Ndeeba,Kayanja Zone,Central,,
456,3429.423063,526196.6465,Wakiso,Kyadondo,Kasangati Town Council,Bulamu,Bulamu Kasandati,Central,,
457,7237.953729,2701745.191,Wakiso,Busiro,Masulita,Lwemwedde,Buguju,Central,,
458,5498.836169,1905815.679,Mityana,Mityana,Ssekanyonyi,Kabbega,Nakirya,Central,,
459,6013.281833,1957287.613,Kalungu,Kalungu,Bukulula,Kiti,Kayunga,Central,,
460,6065.648871,2468732.663,Nakasongola,Nakasongola,Kakooge,Kabaale Ward,Kabaale Mivule,Central,,
461,15189.1117,8774915.994,Kalangala,Bujjumba,Mugoye,Kayunga,Buyindi,Central,,
462,13881.41746,3510722.866,Mukono,Mukono,Nakisunga,Kiyoola,Kiwembo Forest Reserve,Central,,
463,7471.690264,3008186.55,Mubende,Kasambya,Kigando,Kirume,Tojjo A,Central,,
464,5211.500451,1466750.156,Kalungu,Kalungu,Kalungu,Bulawula,Lwanswera,Central,,
465,9508.999777,3214717.929,Mubende,Kasambya,Nabingoola,Kabalungi,Kajumiro,Central,,
466,9606.022144,4688856.692,Kyankwanzi,Kiboga,Butemba,Bulamula,Bekiina,Central,,
467,7191.374389,3018213.354,Luwero,Bamunanika,Kalagala,Kayindu,Luteete,Central,,
468,10534.22145,5996311.576,Luwero,Katikamu,Luwero,Nakikoota,Nakikoota,Central,,
469,11428.91111,5112525.125,Gomba,Gomba,Mpenja,Tababbinzi,Tababbinzi,Central,,
470,825.0308298,34014.84871,Kampala,Kampala Capital City,Central,Nakasero Iv,Utc,Central,,
471,23467.76763,29729812.15,Nakaseke,Nakaseke,Wakyato,Kirinda,Kayina,Central,,
472,4319.77099,864418.9607,Nakaseke,Nakaseke,Nakaseke,Bulwadda,Migavula,Central,,
473,46015.44496,42378276.9,Buikwe,Buikwe,Ngogwe,Kiringo,Lake Victoria,Central,,
474,3703.092195,577108.7695,Buikwe,Njeru Municipality,Njeru Division,Njeru West Ward,Kasanja,Central,,
475,8243.187517,3285253.639,Mubende,Buwekula,Madudu,Kikokoma,Kisasa,Central,,
476,2046.458107,224196.7792,Mityana,Mityana Municipality,Busimbi Division,South Ward,Magala B,Central,,
477,13907.83374,8744105.704,Mpigi,Mawokota,Buwama,Mbizzinya,Buyaya-kitojjo,Central,,
478,8778.029627,4029902.588,Masaka,Bukoto,Bukakata,Ssunga,Bukaayi B,Central,,
479,6485.538847,2293041.886,Nakaseke,Nakaseke,Kasangombe,Nakaseeta,Kikamulo,Central,,
480,7062.219232,2649442.675,Kayunga,Bbaale,Kitimbwa,Namulaba,Namulaba,Central,,
481,7308.198479,3317784.641,Masaka,Bukoto,Buwunga,Kanywa,Nakiyaga,Central,,
482,7317.146414,3157637.303,Kalungu,Kalungu,Kalungu Town Council,Lusana Ward,Kyondo,Central,,
483,5699.903178,1900522.627,Mityana,Mityana Municipality,Ttamu Division,Kabule,Miggo,Central,,
484,1671.291789,131847.3089,Kampala,Kampala Capital City,Central,Bukesa,Namalwa I,Central,,
485,8117.08476,1801622.927,Mubende,Kassanda,Kitumbi,Bulinimula,Bulinimula A,Central,,
486,4955.299065,1415748.689,Mubende,Kassanda,Kitumbi,Bulinimula,Bulinimula B,Central,,
487,4079.062054,1013942.565,Mubende,Kasambya,Kasambya,Kirolero,Kirolero,Central,,
488,6986.11478,2266680.429,Mubende,Kassanda,Kitumbi,Kiziika,Kalyabulo,Central,,
489,3855.638923,705862.3223,Nakaseke,Nakaseke,Nakaseke Town Council,Central Ward,Kirasha,Central,,
490,6952.65094,2632728.411,Mubende,Kassanda,Bukuya,Kabosi,Bukonyogo (kabosi),Central,,
491,8556.902561,3899938.842,Mityana,Mityana,Namungo,Kasangula,Kitabujja,Central,,
492,4147.817322,775171.5657,Kampala,Kampala Capital City,Nakawa,Bukoto Ii,Butirikwa,Central,,
493,10462.01493,4954470.557,Mubende,Kassanda,Kiganda,Kijjomanyi,Nakiduduma,Central,,
494,9259.360322,4707910.441,Ssembabule,Mawogola,Lwebitakuli,Lwebitakuli,Buddebutakya,Central,,
495,7028.423922,2475493.538,Ssembabule,Mawogola,Lwebitakuli,Kinywamazzi,Kyaggunda,Central,,
496,10539.03665,6435303.164,Gomba,Gomba,Maddu,Maddu,Mugya,Central,,
497,12212.29504,8347502.21,Bukomansimbi,Bukomansimbi,Bigasa,Bukango,Kibaale,Central,,
498,6518.716367,2546941.866,Masaka,Bukoto,Kyanamukaaka,Buyinja,Luzinga,Central,,
499,3847.438295,760434.8772,Luwero,Katikamu,Katikamu,Bukeeka,Bufumbanswa(bukeeka),Central,,
500,4566.601044,926750.5866,Mubende,Kassanda,Kalwana,Lwabazza,Kabaale (lwabazza),Central,,
501,6872.815206,2481881.282,Rakai,Kakuuto,Kifamba,Kawunguli,Mannya Kawunguli,Central,,
502,13695.99548,5311455.032,Mityana,Mityana,Kikandwa,Luwunga,Masiriba,Central,,
503,5894.303521,2106361.706,Wakiso,Busiro,Kyengera Town Council,Buddo,Maggwa,Central,,
504,9761.24742,4512290.702,Gomba,Gomba,Kanoni Town Council,Wanjeyo,Wanjeyo- Kirumba,Central,,
505,3413.242143,489587.797,Wakiso,Entebbe Municipality,Division A,Central Ward,Lunyo Eastlunyo East,Central,,
506,10117.17389,3801174.497,Kayunga,Bbaale,Kitimbwa,Nakivubo,Bisaka Mutukula,Central,,
507,7229.255131,2234182.853,Mpigi,Mawokota,Muduuma,Bulerejje,Katabalu Forest Reserve,Central,,
508,1033.269856,64078.09489,Kampala,Kampala Capital City,Nakawa,Nakawa Institution,Nakawa Vocation Institute,Central,,
509,8483.710631,2564984.931,Wakiso,Busiro,Katabi Town Council,Nkumba,Nkumba Bukolwa,Central,,
510,12425.57653,7796296.758,Kalangala,Bujjumba,Mugoye,Bbeta,Kasekulo,Central,,
511,8434.632127,2531556.723,Kayunga,Bbaale,Kitimbwa,Namulaba,Nongo Namulaba,Central,,
512,2185.642613,330459.4229,Lwengo,Bukoto,Malongo,Katovu Town Board,Katovu  Central,Central,,
513,3520.272399,397195.2623,Mityana,Mityana,Ssekanyonyi,Busunju Town Bo,Kibubula C,Central,,
514,11961.74977,8377291.284,Rakai,Kooki,Kagamba,Kirangira,Kyabakazi,Central,,
515,3498.909065,549519.9737,Kyankwanzi,Kiboga,Ntwetwe  Town  Council,Central Ward,Muyenga,Central,,
516,5414.724532,1544302.199,Kayunga,Ntenjeru,Kayunga Town Council,Namagabi Ward,Kisaaba,Central,,
517,7506.411802,1993374.369,Luwero,Bamunanika,Bamunanika,Kibirizi,Kisanga,Central,,
518,50961.17796,137158619.2,Kalangala,Kyamuswa,Bubeke,Jaana,Lwazi-jaana,Central,,
519,6162.054401,1927827.573,Masaka,Masaka Municipality,Nyendo-ssenyange,Ssenyange,Buchulo,Central,,
520,8067.303523,3868105.624,Mubende,Buwekula,Madudu,Kabulamuliro,Bujjuko,Central,,
521,2275.022343,360234.3839,Kampala,Kampala Capital City,Rubaga,Najjanankubi Ii,Masanyalaze,Central,,
522,7296.096593,2657384.805,Mubende,Buwekula,Madudu,Kabulamuliro,Kasokoso,Central,,
523,4801.140309,967852.9108,Wakiso,Nansana Municipality,Gombe Division,Matuga,Lwadda_a,Central,,
524,12278.17817,6591913.647,Mubende,Mubende Municipality,Eastern Division,Kanseera,Kawula,Central,,
525,4243.866499,1028624.457,Buikwe,Lugazi Town Council,Najjembe Division,Kabanga,Kabula,Central,,
526,11080.04955,4087456.126,Buvuma,Buvuma,Bugaya,Buye,Buye,Central,,
527,9935.276122,5006017.505,Buvuma,Buvuma,Buwooya,Bukinalwa,Kigobero,Central,,
